uid,held,held_source
2026 INSC 119,"The undisputed facts which emerge from the material on record are that the appellant who belonged to ST Category was selected and appointed to IPS in the Combined Civil Services Examination held in the year 2004 - As per his merit, he was allocated Tamil Nadu Cadre where he is serving ever since his appointment - The first two candidates chose not to join the Rajasthan cadre - By this time, six years had lapsed for the 2004 selection - The appellant who was third in the merit list claimed entitlement to be offered the ‘insider’ vacancy - Rather, his case is when the second candidate did not join, he should be offered that vacancy - Such a process cannot be adopted - It will result in the process of allocation or change of cadres fluid for all times to come - The result thereof may be, that after shifting of the appellant from Tamil Nadu to Rajasthan, in terms of the merit list for the 2004 Selection, a candidate below the appellant may claim change of cadre, who other wise may have been allocated to some * Author Rupesh Kumar Meena v. Union of India & Others other State - This may also have effect on appointment against any ‘insider’ vacancy - Finality has to be attached to the process of selection - No material has been produced to show that the aforesaid ‘insider’ vacancy for the year 2004 was still lying vacant for the period of more than 20 years that have passed - No merit found in appeals and same are dismissed. [Paras 6, 9, 12, 13]",headnote
2026 INSC 121,"In the garb of exercising supervisory jurisdiction u/Art.227 of the Constitution, the High Court is not expected to engulf the specific statutory remedy or provision in law and, thus, become a supervisor over the court below or the tribunal, as the case may be - It would be a legally wise exercise of discretion for the High Court to adopt and adhere to such self-imposed discipline and to insist that the aggrieved party should take recourse to such alternative remedy or statutory provision available in law - Embargo in this regard would have to be construed as near total when provision is available in CPC - It is held, therefore, that once the specific provision u/Or.VII, R.11 of the CPC, is available, the High Court cannot exercise powers u/Art.227 to reject or strike off the * Author P. Suresh v. D.Kalaivani & Ors. plaint - For such relief, the specific provision u/Or.VII, R.11, CPC, will have to be resorted to, on the grounds mentioned in the said provision - In adopting such approach, the High Court would be giving due regard to the legislative intent - When the legislature has enacted specific remedial provision to be taken recourse to by the person aggrieved to challenge the orders and decisions of the court to seek redress in law accordingly that remedy alone will have to be sought for - This court is of the view that High Court committed a manifest error in exercising its powers u/Art.227 of the Constitution to strike down the plaint - It ought to have asked the defendant to take recourse to, in accordance with law, when specific provisions available in the Code of Civil Procedure, 1908 in the nature of Or.VII, R.11 - The impugned judgment and order of the High Court, therefore, is set aside - Consequently, the suit is restored to its original file. [Paras 7.3, 7.4, 8-11] Constitution of India - Art.227 - Superintendence over all courts - Explained: Held: Art.227 of the Constitution invests the power of superintendence over all courts by the High Court - Sub-Article (1) thereof provides that every High Court shall have superintendence over all courts and tribunals throughout the territories in relation to which it exercises jurisdiction - As per sub-Article (2), without prejudice to the generality of the provisions in sub-Article (1), the High Court may (a) call for returns from such courts; (b) make and issue general rules and prescribe forms for regulating the practice and proceedings of such courts and (c) prescribe forms in which the books and accounts etc. to be kept by the officers of courts - As per sub-Article (3), the High Court may also settle tables of fees - Sub-Article (4) provides that nothing in the Article shall deem to confer on a High Court powers of superintendence over any court or tribunal constituted by or under any law relating to the Armed Forces - The reserve of exceptional power of judicial intervention is not to be exercised just for granting of relief in individual cases but should be directed for the promotion of public confidence in the administration of justice - It is emphasized that though the power u/Art.227 may be unfettered, its exercise is subject to high degree of judicial discipline. [Paras 5, 5.1.1] Code of Civil Procedure, 1908 - Or.VI, R.16 - Or.VII, R.11 - Discussed. [Paras 6.1-6.2.1]",headnote
2026 INSC 125,"Peaceful possession and occupation of ‘NP’ and, thereafter, his legal heirs, i.e. the appellants in Civil Appeal 795 of 2026, over Flat No.7 has never been in question - The Society, in its AGM held on 30.09.2025, resolved to re-affirm the proceedings and decisions of the AGM dated 11.08.2005, and the membership of the appellants in Civil Appeal 795 of 2026 was accepted by the General Body as being legal and valid - Furthermore, it also accepted and approved the membership of M/s. Capital Mind Advisory Services Private Limited, in respect of Flat No.7 in its AGM held on 30.09.2025 - High Court, while allowing the writ petition filed by respondent Nos.1-3, reasoned that the Joint Registrar had acted in excess of his jurisdiction in directing the Authorised Officer of the society to grant membership to the appellants in Civil Appeal 795 of 2026 - However, such a conclusion cannot be countenanced in view of the fact that the appellants in the said appeal had initially approached the Authorised Officer of the society by way of an application seeking membership, which was refused on the ground that he did not have the jurisdiction to take policy decisions - It was only thereafter that the appellants in the said civil appeal availed of the statutory remedies of appeal and revision provided under the MCS Act, 1960 - Furthermore, in view of the decision taken by the General Body in the AGM dated 30.09.2025, the membership of the appellants in the said civil appeal has already been ratified - Hence, the reasoning adopted by the High Court is unsustainable in law and cannot be upheld - The entitlement of the appellants as members of the Society is recognized - Thus, the subsequent transfer of Flat No.7 in favour of M/s. Capital Mind Advisory Services Private Limited, by a registered Deed of Transfer and the consequential admission of the said transferee as a member of the Society, which has already been ratified by the General Body in its AGM held on 30.09.2025, must necessarily stand recognised in law - Shashin Patel and Anr. v. Uday Dalal and Ors. Impugned judgment of the High Court set aside to the extent of Para Nos.58 (ii) to (i). [Paras 42-46]",headnote
2026 INSC 126,"The genealogy traced to one P and his three sons was not in dispute, nor was the fact that D1-S and his three sons namely, Plaintiff-Dy, D2-Dj, and the deceased R, constituted a coparcenary * Author at the relevant time - The High Court observed that Hindu law does not require other coparceners to establish with precision the exact source of funds for each acquisition made by the Karta - Where acquisitions are made during the subsistence of the joint family, and where ancestral properties yielding income are shown to exist, properties acquired in the name of the Karta are ordinarily regarded as joint family properties unless the contrary is proved - Significantly, the High Court also examined the factual position of the Appellant (D2) during the relevant period - On the basis of material on record, it noted that he was pursuing his studies till about 1966 and that his claim of having amassed substantial savings sufficient to purchase properties while still a student was subjected to careful scrutiny - The High Court’s reasoning on this aspect is neither conjectural nor speculative; it is rooted in a realistic appraisal of the evidence and the surrounding circumstances - The High Court correctly emphasized that all relevant conveyances described the interests conveyed as undivided shares, that there was no mutation evidencing division, and that there was no separate payment towards borrowings - In the absence of any declaration or conduct evidencing an intention to divide, the inference of continued joint family status was inevitable - The High Court then addressed with notable clarity; the validity of alienations effected by D1-S in favour of the Appellant (D2) as per various sale deeds Ex(s). B-17 to B-19 - It correctly distinguished between alienations for proved legal necessity and those which were legally impermissible - The High Court affirmed this calibrated approach, reiterating that alienations by a Karta in favour of one coparcener must be proved to be for legal necessity and that vague or general recitals are insufficient to bind the interests of other coparceners - Likewise, on the issue of the Will dated 24.11.1989 (Ex. B-200), the High Court’s reasoning is both legally and factually compelling - It noted that the testator was habitually signing documents but affixed only a thumb impression as far as this document is concerned; that the Will was allegedly executed barely 72 hours prior to death; that it was scribed by a close relative instead of a professional scribe; and that the scribe’s presence itself was doubtful due to election duty - These circumstances clearly warranted a finding of suspicion - The High Court further dealt with the impleadment applications filed by alleged heirs of R - Approach reflects a proper balance between substantive justice and procedural discipline - The impugned judgement is reasoned and borne out from the material on record. [Paras 28, 31, 33, 36, 38] Dorairaj v. Doraisamy (Dead) Through Lrs & Ors.",headnote
2026 INSC 129,"Vide judgment dated 17.10.2025, an Advisory Committee was constituted to address the concerns of the transgender community with Ms. Nithya Rajshekhar as a member to represent the Centre for Law and Policy Research - However, she is no longer an Associate with the Centre but, taking into consideration the extensive work undertaken by her with regard to the transgender rights, she would continue as one of the members of the Advisory Committee - Further, in the interest of functioning of the Advisory Committee, Ms. Aparna Mehrotra, Senior Associate, Centre for Law and Policy Research is also appointed as a member of the said Advisory Committee to represent the Centre and its scholarship in the field of transgender rights. [Paras 2-4] Jane Kaushik v. Union of India & Ors.",headnote
2026 INSC 131,"Determination of income must be founded on proof placed on record and cannot rest on conjecture or assumptions divorced from evidence - In view of the cogent and relevant evidence (the salary certificate issued by the employer of the victim (Exbt.P 14) which records that the victim was employed as a driver on a fixed monthly salary of Rs.10,000/-) which was not impeached by the * Author V. Pathmavathi & Ors. v. Bharthi Axa General Insurance Co. Ltd & Anr. insurer, the monthly income of the victim has to be reckoned as Rs.10,000/- - Further, the High Court omitted to consider grant of any amount towards future prospects - Victim was 37 years of age at the time of the accident and was earning a fixed monthly income - Once these foundational facts are established, the addition towards future prospects follows as a necessary consequence - High Court, in declining such addition, failed to apply the binding precedent of this Court, thereby committing a manifest error of law - Accordingly, the income of the victim being fixed at Rs.10,000/- per month, an addition of 40% towards future prospects is warranted which brings the monthly income to Rs.14,000/- - After deducting one-fourth towards personal and living expenses, the monthly contribution to the family would be Rs.10,500/- - Applying the multiplier of 15, as applicable to the age group of the victim, the total loss of dependency is computed at Rs.18,90,000/- (Rs.10,500 × 12 × 15) - Further, this Court is bound by the law declared by the Constitution Bench in Pranay Sethi, which does not countenance “loss of love and affection” as a distinct head of compensation - As subsequently clarified in Satinder Kaur, referring to both Pranay Sethi and Magma General Insurance, the non-pecuniary loss arising from deprivation of love and affection is comprehended within the broader head of “consortium” - Thus, no separate award under the head of loss of love and affection is warranted - Total compensation of Rs.20,80,000/- awarded with interest @9% p.a. to be paid from the date of filing the claim petition, till realization. [Paras 16, 17, 19, 29, 32] Motor Vehicles Act, 1988 - Just Compensation - Assessment of income of victim and grant of future prospects not matters of judicial discretion: Held: Assessment of income and the grant of future prospects are not matters of judicial discretion in the abstract but are now firmly structured by authoritative precedents - Constitution Bench in Pranay Sethi clarified therein that the concept of future prospects is an integral component of “just compensation” and is not confined only to those in permanent government employment - Where the deceased is self-employed or on a fixed salary and below the age of 40 years, an addition of 40% of the established income towards future prospects is compulsory - This is not a matter of choice, but a binding norm flowing from Article 141 of the Constitution - In the present case, the victim was 37 years of age at the time of the accident and was earning a fixed monthly income - Once these foundational facts are established, the addition towards future prospects follows as a necessary consequence - High Court, in declining such addition, failed to apply the binding precedent of this Court, thereby committing a manifest error of law. [Paras 17, 18] Motor Vehicles Act, 1988 - Grant of compensation under the head “loss of love and affection” - Judicial discipline vis-à-vis substantive justice - In Rajesh v.",headnote
2026 INSC 132,"Review undertaken by the Revenue Officer culminating in the fresh order wholly without jurisdiction and void ab initio - WBEA Act does not confer any power of substantive review upon the Revenue Officer, either expressly or by necessary implication - Government Order dated 26.02.2008, even though approved at the ministerial level, could not create or confer such jurisdiction on the Revenue Officer - Review further fails on merits, as none of the conditions prescribed u/Ord. XLVII r. 1 CPC satisfied - Review order of 2008 was fundamentally misconceived, contrary to settled principles governing the exercise of review power - Furthermore, the decision to initiate the review was driven by considerations of perceived economic advantage, such as prospective employment generation, rather than by any of the grounds recognised in law for invoking the power of review - Such considerations, however laudable in the executive or policy domain, are wholly extraneous to the limited and strictly circumscribed jurisdiction of review - Concluded determination cannot be reopened on the basis of subsequent policy preferences or economic expediency, in the absence of a legally sustainable ground contemplated under the law governing review - Direction issued by the State Government vide Government Order dated 26.02.2008 to review the earlier vesting determination was made after an inordinate and unexplained lapse of about four decades from the passing of the vesting order dated 07.10.1971, which had attained finality - Reasons stated do not constitute a legally sustainable ground to justify reopening a concluded determination after such an inordinate lapse of time - Exercise of review jurisdiction in 2008 to reopen a vesting determination that had attained finality decades earlier was wholly impermissible in law - Tribunal in setting aside the fresh review order dated 07.05.2008 and restoring the vesting determination of 1971, rightly appreciated the statutory scheme of the WBEA Act, and well-settled principles governing the limits State of West Bengal & Ors. v. Jai Hind Pvt. Ltd. of quasi-judicial power - Conclusion of the tribunal that the Revenue Officer lacked jurisdiction to reopen by way of review of a concluded vesting order is consistent with both legislative intent and binding precedents - High Court, however, fell into error in reversing the tribunal’s decision - It incorrectly proceeded on the premise that the Government Order issued u/s.57A, having been approved by the Minister-in-Charge, constituted sufficient authority to confer review jurisdiction upon the Revenue Officer - This approach conflated executive direction with statutory conferment of substantive power and treated review as a mere procedural incident of Civil Court powers - High Court also overlooked the limits on vesting the judicial function of review power in executive authorities - Impugned judgment of the High Court set aside - Order of the tribunal restored, and the review order passed by the Revenue Officer quashed - Vesting order dated 07.10.1971 to continue to operate in accordance with the law.",headnote
2026 INSC 134,"Exh.B-2 is a photocopy, or a mechanical copy, of the purported PoA - This implies that Exh.B-2 is, at best, secondary evidence - Secondary evidence is evidence that proves the contents of an original document through a medium that is one step removed from the source - Before secondary evidence can be admitted, the party relying on it must lay a factual foundation - This involves two steps: First, the party must prove that the original document actually existed and was executed - Secondly, the party must establish valid reasons as to why the original cannot be furnished - Further, admitting a document as secondary evidence does not automatically prove its contents - The secondary evidence must be authenticated by foundational evidence showing that the alleged copy is, in fact, a true copy of the original - Mere admission of a document or making it an exhibit does not dispense with the requirement of proving it in accordance with the law - The introduction of secondary evidence is a two-step process, wherein, first, the party must establish the legal right to lead secondary evidence, and second, they must prove the contents of the documents through that evidence - The twin requirements are conjunctive - The case on hand falls within the meaning of mechanical copies - In law, the existence of Exh.B-2, in the absence of laying down a factual foundation and following procedure, ought to be ignored for the purpose of appreciating the 1st Defendant’s claim on the power to alienate Plaint A-Schedule Property - In the absence of an original or at least a secondary evidence, it is impermissible to apply s.85 of the Indian Evidence Act to conclude the execution and extent of authority given by the plaintiff to the 1st Defendant - A photocopy of a document is no evidence unless the same is proved by following the procedure set out - Relying on Exh.B-2, the First Appellate Court acted on inadmissible evidence and accepted the existence of power to alienate - Exh.B-2/photocopy is no evidence, and the incorrect reliance on no evidence, has been rightly corrected by the High Court through the impugned judgment. [Paras 19, 20.2, 20.5, 20.6, 21, 23]",headnote
2026 INSC 135,"From the evidence placed on record, case not made out for such a huge compensation to the respondent - Damages cannot be awarded merely on presumptions or whims and fancies of the complainant - To make out a case for award of damages, especially when the claim is to the tune of crores of rupees, some trustworthy and reliable evidence has to be led - It is not a case where the Commission could award compensation by applying a thumb rule - Claim of compensation was for crores of rupees, for which some loss suffered by the respondent because of deficiency in service was required to be established - This could not be established by merely producing photocopies of the documents, wherein even discrepancies have been noticed - Even after remand, respondent not been able to make out a case for award of such huge compensation - On the basis of photocopies of the documents placed on record by the respondent, the Commission erred in awarding huge amount of compensation of ₹2 crores, which cannot be justified - Observation made by the Commission that because of the trauma suffered by the respondent, she may not have maintained the originals of the documents produced before the Commission, hence, reliance could be placed on mere photocopies, cannot be a justification for awarding such a huge compensation - Even if the photocopies were to be produced, there are other ways and means to justify the claim made on that basis - Even if the Code of Civil Procedure may not be strictly applicable, the Commission did not assess as to how the respondent suffered loss to the tune of ₹2 crores - Impugned order passed by the Commission modified to the extent that the amount of compensation, to which the respondent is entitled to, be restricted to the amount of ₹25 lakhs already released in her favor. [Paras 19-24]",headnote
2026 INSC 137,"Since the appointment in the case at hand was made in terms of the Act, 1996, the original provision applicable to the appointment of the arbitrator would be s.11 of the Act, 1996 - The position of law as regards s.11 is well settled - It affords the Court Ankhim Holdings Pvt. Ltd. & Anr. v. Zaveri Construction Pvt. Ltd. with a very limited scope essentially requiring the Court only to make prima facie finding that an arbitration agreement exists - The High Court could be said to have travelled beyond its vested jurisdiction including by subsuming jurisdictions expressly made unavailable to it including s.37 of the Act, 1996 - Having regard to the plain language of sub-section (2) and sub-section (4) of s.15 respectively, the High Court exceeded in its jurisdiction while taking the view that the proceedings held by the Arbitral Tribunal between 17.03.2022 and 25.08.2022 are a nullity because of the operation of moratorium - The proper and legal course for the High Court acting u/s.15(2) of the Act, 1996, should have been to appoint a substitute arbitrator to continue from the existing stage of the proceedings - The impugned part of the judgment rendered by the High Court could be said to have resulted in a situation where the arbitration proceedings would have to be restarted de novo and the same would have a direct impact on the sale of flats made pursuant to the s.17 orders of the Tribunal - This could be both inequitable and inefficient - Thus, the part of the impugned order by which the High Court declared the proceedings undertaken between 17.03.2022 and 25.08.2022 as a nullity deserves to be interfered with and is hereby set aside. [Paras 34, 35, 37, 44-46]",headnote
